cluster,predicted_category,model_score,model_std
NODE_312_length_32945_cov_4.739891_13,unknown,0.9361837,0.05679002404212952
NODE_312_length_32945_cov_4.739891_14,unknown,0.9085362,
NODE_312_length_32945_cov_4.739891_18,unknown,0.9435355,0.05135102942585945
NODE_312_length_32945_cov_4.739891_25,unknown,0.91939,
NODE_312_length_32945_cov_4.739891_26,unknown,0.9994623,
NODE_312_length_32945_cov_4.739891_29,unknown,0.40007633,
NODE_312_length_32945_cov_4.739891_30,unknown,0.7767738,
NODE_312_length_32945_cov_4.739891_31,"moron, auxiliary metabolic gene and host takeover",0.9945781,0.0025620460510253906
NODE_312_length_32945_cov_4.739891_33,unknown,0.8179007,
NODE_312_length_32945_cov_4.739891_8,unknown,0.9893602,
NODE_312_length_32945_cov_4.739891_9,unknown,0.8865947,0.04562830552458763
NODE_3146_length_15016_cov_116.824343_2,unknown,0.9551683,
NODE_314_length_135244_cov_34.155508_1,unknown,0.9539575,
NODE_314_length_135244_cov_34.155508_102,unknown,0.9902173,
NODE_314_length_135244_cov_34.155508_103,unknown,0.473268,
NODE_314_length_135244_cov_34.155508_104,unknown,0.98339117,
NODE_314_length_135244_cov_34.155508_105,"moron, auxiliary metabolic gene and host takeover",0.9100833,
NODE_314_length_135244_cov_34.155508_107,other,0.9492649,
NODE_314_length_135244_cov_34.155508_108,"DNA, RNA and nucleotide metabolism",0.83715075,
NODE_314_length_135244_cov_34.155508_109,"moron, auxiliary metabolic gene and host takeover",0.9579361,
NODE_314_length_135244_cov_34.155508_11,"DNA, RNA and nucleotide metabolism",0.9969462,0.002179950475692749
NODE_314_length_135244_cov_34.155508_110,unknown,0.591289,
NODE_314_length_135244_cov_34.155508_111,unknown,0.36358413,
NODE_314_length_135244_cov_34.155508_112,unknown,0.84849966,
NODE_314_length_135244_cov_34.155508_113,"moron, auxiliary metabolic gene and host takeover",0.9184074,
NODE_314_length_135244_cov_34.155508_114,"moron, auxiliary metabolic gene and host takeover",0.99504083,
NODE_314_length_135244_cov_34.155508_115,"moron, auxiliary metabolic gene and host takeover",0.9988694,
NODE_314_length_135244_cov_34.155508_116,"moron, auxiliary metabolic gene and host takeover",0.904669,
NODE_314_length_135244_cov_34.155508_117,other,0.67007357,
NODE_314_length_135244_cov_34.155508_118,"moron, auxiliary metabolic gene and host takeover",0.8963584,
NODE_314_length_135244_cov_34.155508_119,"moron, auxiliary metabolic gene and host takeover",0.99985254,
NODE_314_length_135244_cov_34.155508_121,"DNA, RNA and nucleotide metabolism",0.9725315,0.015081827528774738
NODE_314_length_135244_cov_34.155508_122,unknown,0.90307564,
NODE_314_length_135244_cov_34.155508_123,unknown,0.7596878,0.1129925325512886
NODE_314_length_135244_cov_34.155508_124,unknown,0.9247869,0.014914751052856445
NODE_314_length_135244_cov_34.155508_125,unknown,0.98115796,
NODE_314_length_135244_cov_34.155508_130,unknown,0.8192915,
NODE_314_length_135244_cov_34.155508_131,unknown,0.7821873,
NODE_314_length_135244_cov_34.155508_133,unknown,0.9887636,
NODE_314_length_135244_cov_34.155508_134,unknown,0.99710685,
NODE_314_length_135244_cov_34.155508_135,"DNA, RNA and nucleotide metabolism",0.99705434,
NODE_314_length_135244_cov_34.155508_136,unknown,0.9977028,
NODE_314_length_135244_cov_34.155508_137,unknown,0.99183416,
NODE_314_length_135244_cov_34.155508_138,other,0.9999317,
NODE_314_length_135244_cov_34.155508_140,"moron, auxiliary metabolic gene and host takeover",0.7313644,
NODE_314_length_135244_cov_34.155508_141,unknown,0.9158303,0.04502521827816963
NODE_314_length_135244_cov_34.155508_142,unknown,0.9353917,
NODE_314_length_135244_cov_34.155508_143,other,0.8559492,
NODE_314_length_135244_cov_34.155508_144,unknown,0.9984768,
NODE_314_length_135244_cov_34.155508_146,unknown,0.22467674,
NODE_314_length_135244_cov_34.155508_147,unknown,0.9556989,
NODE_314_length_135244_cov_34.155508_148,unknown,0.9939864,
NODE_314_length_135244_cov_34.155508_149,unknown,0.96606135,
NODE_314_length_135244_cov_34.155508_150,unknown,0.9094222,
NODE_314_length_135244_cov_34.155508_151,other,0.9312071,
NODE_314_length_135244_cov_34.155508_154,unknown,0.98770833,
NODE_314_length_135244_cov_34.155508_155,unknown,0.9841054,
NODE_314_length_135244_cov_34.155508_156,unknown,0.99104786,0.005929350852966309
NODE_314_length_135244_cov_34.155508_157,unknown,0.97027797,
NODE_314_length_135244_cov_34.155508_158,unknown,0.9867569,
NODE_314_length_135244_cov_34.155508_159,unknown,0.42228398,
NODE_314_length_135244_cov_34.155508_18,unknown,0.77835286,0.09543821960687637
NODE_314_length_135244_cov_34.155508_19,tail,0.9411941,0.0
NODE_314_length_135244_cov_34.155508_20,unknown,0.7582468,0.0
NODE_314_length_135244_cov_34.155508_21,unknown,0.7279762,0.2482030689716339
NODE_314_length_135244_cov_34.155508_22,unknown,0.89435625,0.04142479971051216
NODE_314_length_135244_cov_34.155508_24,unknown,0.92227125,0.03386003524065018
NODE_314_length_135244_cov_34.155508_28,tail,0.99975973,0.00020339598995633423
NODE_314_length_135244_cov_34.155508_32,tail,0.989593,0.0
NODE_314_length_135244_cov_34.155508_33,tail,0.82740784,0.0
NODE_314_length_135244_cov_34.155508_34,tail,0.90032685,0.0
NODE_314_length_135244_cov_34.155508_36,lysis,0.77691513,0.08276505768299103
NODE_314_length_135244_cov_34.155508_37,unknown,0.9245629,0.0
NODE_314_length_135244_cov_34.155508_38,other,0.9951859,0.0
NODE_314_length_135244_cov_34.155508_4,unknown,0.9998645,4.397323209559545e-05
NODE_314_length_135244_cov_34.155508_40,unknown,0.99850774,0.0
NODE_314_length_135244_cov_34.155508_43,unknown,0.984116,0.0
NODE_314_length_135244_cov_34.155508_44,unknown,0.4599377,0.0
NODE_314_length_135244_cov_34.155508_45,unknown,0.87457186,0.0
NODE_314_length_135244_cov_34.155508_46,unknown,0.7936647,0.0
NODE_314_length_135244_cov_34.155508_47,unknown,0.9809792,0.0
NODE_314_length_135244_cov_34.155508_48,other,0.7165766,0.0
NODE_314_length_135244_cov_34.155508_49,unknown,0.9965755,0.0
NODE_314_length_135244_cov_34.155508_5,transcription regulation,0.37990338,
NODE_314_length_135244_cov_34.155508_50,"moron, auxiliary metabolic gene and host takeover",0.884079,0.0
NODE_314_length_135244_cov_34.155508_51,"moron, auxiliary metabolic gene and host takeover",0.91042614,0.014584804885089397
NODE_314_length_135244_cov_34.155508_52,transcription regulation,0.9994328,0.0
NODE_314_length_135244_cov_34.155508_53,"DNA, RNA and nucleotide metabolism",0.9970815,0.0
NODE_314_length_135244_cov_34.155508_54,"DNA, RNA and nucleotide metabolism",0.9747898,0.0
NODE_314_length_135244_cov_34.155508_55,"DNA, RNA and nucleotide metabolism",0.9992016,0.0
NODE_314_length_135244_cov_34.155508_57,unknown,0.9958397,0.0
NODE_314_length_135244_cov_34.155508_59,unknown,0.46937248,0.0
NODE_314_length_135244_cov_34.155508_6,other,0.9895042,0.0066793859004974365
NODE_314_length_135244_cov_34.155508_61,unknown,0.997858,0.0
NODE_314_length_135244_cov_34.155508_64,"DNA, RNA and nucleotide metabolism",0.9948349,0.0
NODE_314_length_135244_cov_34.155508_66,unknown,0.99825996,0.0
NODE_314_length_135244_cov_34.155508_67,unknown,0.9221264,0.0
NODE_314_length_135244_cov_34.155508_7,unknown,0.94626415,0.041023820638656616
NODE_314_length_135244_cov_34.155508_70,unknown,0.9631424,0.0
NODE_314_length_135244_cov_34.155508_71,unknown,0.9069843,0.0
NODE_314_length_135244_cov_34.155508_72,unknown,0.8720359,0.0
NODE_314_length_135244_cov_34.155508_73,transcription regulation,0.40691736,0.0
NODE_314_length_135244_cov_34.155508_74,"DNA, RNA and nucleotide metabolism",0.9999753,0.0
NODE_314_length_135244_cov_34.155508_78,unknown,0.9853952,
NODE_314_length_135244_cov_34.155508_80,unknown,0.99120504,0.0
NODE_314_length_135244_cov_34.155508_81,unknown,0.9967914,0.00011897087097167969
NODE_314_length_135244_cov_34.155508_84,unknown,0.97292614,0.0
NODE_314_length_135244_cov_34.155508_85,other,0.99990153,0.0
NODE_314_length_135244_cov_34.155508_86,head and packaging,0.98648304,0.017204299569129944
NODE_314_length_135244_cov_34.155508_87,unknown,0.9876724,
NODE_314_length_135244_cov_34.155508_88,unknown,0.89930934,
NODE_314_length_135244_cov_34.155508_89,"DNA, RNA and nucleotide metabolism",0.95357186,
NODE_314_length_135244_cov_34.155508_90,transcription regulation,0.9998165,
NODE_314_length_135244_cov_34.155508_92,unknown,0.7677115,
NODE_314_length_135244_cov_34.155508_94,"moron, auxiliary metabolic gene and host takeover",0.9870712,
NODE_314_length_135244_cov_34.155508_95,unknown,0.5209387,
NODE_314_length_135244_cov_34.155508_96,unknown,0.9087309,
NODE_314_length_135244_cov_34.155508_97,"moron, auxiliary metabolic gene and host takeover",0.98866314,
NODE_3154_length_14987_cov_3.977096_11,"moron, auxiliary metabolic gene and host takeover",0.9650302,
NODE_3154_length_14987_cov_3.977096_12,"DNA, RNA and nucleotide metabolism",0.5819244,
NODE_3154_length_14987_cov_3.977096_13,unknown,0.7117656,0.1423349827528
NODE_3154_length_14987_cov_3.977096_15,unknown,0.94231385,0.051665570586919785
NODE_3154_length_14987_cov_3.977096_2,"DNA, RNA and nucleotide metabolism",0.3352201,
NODE_3154_length_14987_cov_3.977096_9,head and packaging,0.9999811,2.4907201805035584e-05
NODE_3156_length_19435_cov_9.890196_1,unknown,0.99459875,
NODE_3156_length_19435_cov_9.890196_10,unknown,0.98462206,
NODE_3156_length_19435_cov_9.890196_12,unknown,0.9989521,
NODE_3156_length_19435_cov_9.890196_13,unknown,0.9970903,
NODE_3156_length_19435_cov_9.890196_14,unknown,0.9951161,
NODE_3156_length_19435_cov_9.890196_15,unknown,0.9988121,
NODE_3156_length_19435_cov_9.890196_16,unknown,0.9927424,
NODE_3156_length_19435_cov_9.890196_19,unknown,0.9920236,
NODE_3156_length_19435_cov_9.890196_2,unknown,0.95128465,
NODE_3156_length_19435_cov_9.890196_3,unknown,0.96439475,
NODE_3156_length_19435_cov_9.890196_30,unknown,0.88209873,
NODE_3156_length_19435_cov_9.890196_4,unknown,0.990168,
NODE_3156_length_19435_cov_9.890196_5,unknown,0.9898275,0.0029186606407165527
NODE_3156_length_19435_cov_9.890196_6,unknown,0.9797537,
NODE_3156_length_19435_cov_9.890196_8,unknown,0.9995483,
NODE_3156_length_19435_cov_9.890196_9,unknown,0.9111484,
NODE_31582_length_3740_cov_2.839349_1,unknown,0.9954176,
NODE_3160_length_16071_cov_4.886988_1,head and packaging,0.57995766,
NODE_3160_length_16071_cov_4.886988_1,transcription regulation,0.35883322,
NODE_3160_length_16071_cov_4.886988_17,"DNA, RNA and nucleotide metabolism",0.54453343,0.2606266736984253
NODE_3160_length_16071_cov_4.886988_18,unknown,0.99004805,
NODE_3160_length_16071_cov_4.886988_19,unknown,0.95779467,
NODE_3160_length_16071_cov_4.886988_20,unknown,0.9616203,
NODE_3160_length_16071_cov_4.886988_22,unknown,0.77326536,
NODE_3160_length_16071_cov_4.886988_7,head and packaging,0.9999997,2.980232238769531e-07
NODE_3160_length_16071_cov_4.886988_8,"DNA, RNA and nucleotide metabolism",0.9761853,0.03653404489159584
NODE_3160_length_8990_cov_3.929491_1,unknown,0.9326365,
NODE_3160_length_8990_cov_3.929491_8,head and packaging,0.9961796,
NODE_3165_length_14953_cov_47.697879_1,head and packaging,0.89257026,
NODE_3165_length_14953_cov_47.697879_15,unknown,0.9851282,
NODE_3165_length_14953_cov_47.697879_2,head and packaging,0.9312241,
NODE_31791_length_2232_cov_1.990813_2,head and packaging,0.4207675,0.17504163086414337
NODE_31831_length_3210_cov_1.622821_3,head and packaging,0.99040186,0.006877511739730835
NODE_3188_length_14371_cov_3.791981_1,unknown,0.9618298,0.01979696750640869
NODE_3188_length_14371_cov_3.791981_17,unknown,0.924742,
NODE_3188_length_14371_cov_3.791981_2,unknown,0.9799975,
NODE_3188_length_14371_cov_3.791981_3,unknown,0.99973404,4.640222687157802e-05
NODE_3189_length_17413_cov_11.755732_1,unknown,0.9998859,0.0
NODE_3189_length_17413_cov_11.755732_2,unknown,0.9312848,0.0012446939945220947
NODE_3189_length_17413_cov_11.755732_3,unknown,0.9994356,0.0007132653845474124
NODE_3194_length_27249_cov_3.139479_10,head and packaging,0.7068408,
NODE_3194_length_27249_cov_3.139479_15,unknown,0.5361843,
NODE_3194_length_27249_cov_3.139479_26,unknown,0.8983441,
NODE_3194_length_27249_cov_3.139479_27,unknown,0.9108923,0.052572548389434814
NODE_3194_length_27249_cov_3.139479_3,unknown,0.93834746,0.03017566166818142
NODE_3194_length_27249_cov_3.139479_31,"DNA, RNA and nucleotide metabolism",0.9958169,
NODE_3194_length_27249_cov_3.139479_32,"moron, auxiliary metabolic gene and host takeover",0.86281425,
NODE_3194_length_27249_cov_3.139479_33,unknown,0.4148948,
NODE_3194_length_27249_cov_3.139479_4,tail,0.99038213,0.00829476397484541
NODE_3194_length_27249_cov_3.139479_6,tail,0.45601207,0.1698068082332611
NODE_3194_length_27249_cov_3.139479_7,unknown,0.96539766,0.011257447302341461
NODE_3198_length_24837_cov_27.884311_11,unknown,0.87784547,0.0166733767837286
NODE_3198_length_24837_cov_27.884311_12,unknown,0.21468627,6.035430146766885e-07
NODE_3198_length_24837_cov_27.884311_13,unknown,0.36116973,3.2373608860325476e-07
NODE_3198_length_24837_cov_27.884311_15,unknown,0.96781516,0.003922641277313232
NODE_3198_length_24837_cov_27.884311_26,unknown,0.984676,5.960464477539063e-08
NODE_3198_length_24837_cov_27.884311_28,"DNA, RNA and nucleotide metabolism",0.7315492,0.23117676377296448
NODE_319_length_36745_cov_6.959935_1,tail,0.80850965,0.11971934139728546
NODE_319_length_36745_cov_6.959935_15,unknown,0.8737898,0.06348749995231628
NODE_319_length_36745_cov_6.959935_16,tail,0.97462684,
NODE_319_length_36745_cov_6.959935_17,tail,0.84362113,
NODE_319_length_36745_cov_6.959935_18,unknown,0.8574923,0.06850175559520721
NODE_319_length_36745_cov_6.959935_4,tail,0.56997836,0.14497873187065125
NODE_319_length_36745_cov_6.959935_7,unknown,0.83698064,0.12168014049530029
NODE_319_length_36745_cov_6.959935_8,unknown,0.6383549,0.006110399961471558
NODE_32096_length_4661_cov_3.007599_1,unknown,0.9153323,
NODE_32096_length_4661_cov_3.007599_5,"moron, auxiliary metabolic gene and host takeover",0.9632292,
NODE_32096_length_4661_cov_3.007599_6,unknown,0.9910727,
NODE_3211_length_9571_cov_13.094262_2,tail,0.9261479,0.015453098341822624
NODE_3211_length_9571_cov_13.094262_3,unknown,0.5982752,0.22018150985240936
NODE_3211_length_9571_cov_13.094262_8,head and packaging,0.9395766,0.07360322773456573
NODE_321_length_34831_cov_4.039452_1,unknown,0.4332181,0.2796034812927246
NODE_321_length_34831_cov_4.039452_13,unknown,0.9998391,
NODE_321_length_34831_cov_4.039452_20,tail,0.53336096,
NODE_321_length_34831_cov_4.039452_21,tail,0.8657469,
NODE_321_length_34831_cov_4.039452_3,tail,0.9972996,
NODE_321_length_34831_cov_4.039452_32,unknown,0.60014206,
NODE_321_length_34831_cov_4.039452_33,unknown,0.7045969,0.11784413456916809
NODE_321_length_34831_cov_4.039452_4,tail,0.9897287,
NODE_321_length_34831_cov_4.039452_5,unknown,0.46812648,
NODE_3222_length_17313_cov_6.274887_16,unknown,0.61818254,
NODE_32296_length_3713_cov_2.842264_3,tail,0.5359586,
NODE_32316_length_3712_cov_2.975937_1,unknown,0.99492955,
NODE_32316_length_3712_cov_2.975937_2,unknown,0.8147696,0.22359123826026917
NODE_32316_length_3712_cov_2.975937_5,unknown,0.9717233,0.025979092344641685
NODE_32390_length_2127_cov_2.510618_3,unknown,0.9868231,
NODE_323_length_45821_cov_8.223157_1,unknown,0.9696202,
NODE_323_length_45821_cov_8.223157_11,unknown,0.9576525,
NODE_323_length_45821_cov_8.223157_12,unknown,0.9643963,
NODE_323_length_45821_cov_8.223157_13,"DNA, RNA and nucleotide metabolism",0.8214476,
NODE_323_length_45821_cov_8.223157_14,unknown,0.99218047,
NODE_323_length_45821_cov_8.223157_15,"moron, auxiliary metabolic gene and host takeover",0.87047535,
NODE_323_length_45821_cov_8.223157_16,unknown,0.94539297,
NODE_323_length_45821_cov_8.223157_17,unknown,0.9762681,
NODE_323_length_45821_cov_8.223157_18,unknown,0.99860615,
NODE_323_length_45821_cov_8.223157_19,unknown,0.9893555,
NODE_323_length_45821_cov_8.223157_2,unknown,0.998206,
NODE_323_length_45821_cov_8.223157_20,lysis,0.7715905,0.1363886296749115
NODE_323_length_45821_cov_8.223157_21,unknown,0.96986926,0.005504012107849121
NODE_323_length_45821_cov_8.223157_22,unknown,0.98045784,
NODE_323_length_45821_cov_8.223157_23,unknown,0.8770227,
NODE_323_length_45821_cov_8.223157_24,unknown,0.97437596,
NODE_323_length_45821_cov_8.223157_26,unknown,0.94009936,
NODE_323_length_45821_cov_8.223157_27,unknown,0.99969554,
NODE_323_length_45821_cov_8.223157_3,unknown,0.99001515,
NODE_323_length_45821_cov_8.223157_31,unknown,0.9183283,0.08040914684534073
NODE_323_length_45821_cov_8.223157_32,"moron, auxiliary metabolic gene and host takeover",0.7084159,0.014561653137207031
NODE_323_length_45821_cov_8.223157_36,tail,0.9960159,0.002053886651992798
NODE_323_length_45821_cov_8.223157_37,tail,0.9445177,
NODE_323_length_45821_cov_8.223157_4,unknown,0.90009,
NODE_323_length_45821_cov_8.223157_6,"DNA, RNA and nucleotide metabolism",0.36163378,
NODE_323_length_45821_cov_8.223157_60,unknown,0.92196476,
NODE_323_length_45821_cov_8.223157_7,unknown,0.662997,
NODE_323_length_45821_cov_8.223157_9,unknown,0.75798887,
NODE_3243_length_23499_cov_4.551655_1,unknown,0.99953103,
NODE_3243_length_23499_cov_4.551655_2,"DNA, RNA and nucleotide metabolism",0.9846474,0.004319727420806885
NODE_3243_length_23499_cov_4.551655_22,unknown,0.99211043,
NODE_3243_length_23499_cov_4.551655_23,unknown,0.4939531,
NODE_3243_length_23499_cov_4.551655_3,unknown,0.8969126,0.03892397880554199
NODE_3243_length_23499_cov_4.551655_4,unknown,0.42006153,0.10430790483951569
NODE_3243_length_23499_cov_4.551655_6,unknown,0.9969572,
NODE_32640_length_3196_cov_4.271570_1,head and packaging,0.9687638,
NODE_3265_length_17712_cov_64.108965_1,unknown,0.9994373,0.0
NODE_3265_length_17712_cov_64.108965_13,head and packaging,0.8901539,0.15507523715496063
NODE_3265_length_17712_cov_64.108965_15,other,0.99103993,0.004689299967139959
NODE_3265_length_17712_cov_64.108965_2,head and packaging,0.6621976,0.03475251793861389
NODE_3265_length_17712_cov_64.108965_4,transcription regulation,0.9948651,
NODE_3265_length_17712_cov_64.108965_5,unknown,0.9999089,
NODE_3270_length_9040_cov_2.468114_1,unknown,0.9963697,0.0004298388957977295
NODE_3278_length_26533_cov_10.021452_1,unknown,0.96676475,0.007693386636674404
NODE_3278_length_26533_cov_10.021452_10,unknown,0.9663283,0.021956585347652435
NODE_3278_length_26533_cov_10.021452_11,unknown,0.87157047,0.05283186584711075
NODE_3278_length_26533_cov_10.021452_12,"DNA, RNA and nucleotide metabolism",0.99805003,0.0032940502278506756
NODE_3278_length_26533_cov_10.021452_2,unknown,0.8970414,
NODE_3278_length_26533_cov_10.021452_22,tail,0.8602643,
NODE_3278_length_26533_cov_10.021452_23,unknown,0.9011341,0.024806847795844078
NODE_3278_length_26533_cov_10.021452_24,tail,0.9153899,
NODE_3278_length_26533_cov_10.021452_27,unknown,0.9903645,
NODE_3284_length_23252_cov_3.722033_10,unknown,0.99431306,0.008832434192299843
NODE_3284_length_23252_cov_3.722033_16,unknown,0.46559688,
NODE_3284_length_23252_cov_3.722033_19,unknown,0.9877297,
NODE_3284_length_23252_cov_3.722033_20,unknown,0.9994448,
NODE_3284_length_23252_cov_3.722033_27,other,0.8899823,
NODE_3284_length_23252_cov_3.722033_28,"DNA, RNA and nucleotide metabolism",0.63531435,
NODE_3284_length_23252_cov_3.722033_29,unknown,0.5394962,
NODE_3284_length_23252_cov_3.722033_30,unknown,0.99345326,
NODE_3284_length_23252_cov_3.722033_5,unknown,0.7843643,0.039500266313552856
NODE_3284_length_23252_cov_3.722033_7,unknown,0.7871348,0.015340234152972698
NODE_3284_length_23252_cov_3.722033_8,unknown,0.97084427,0.014710976742208004
NODE_328_length_24890_cov_4.619489_1,unknown,0.9221907,
NODE_328_length_24890_cov_4.619489_14,unknown,0.38458157,
NODE_328_length_24890_cov_4.619489_15,tail,0.9653198,
NODE_328_length_24890_cov_4.619489_16,unknown,0.9846788,
NODE_328_length_24890_cov_4.619489_18,tail,0.9481848,
NODE_328_length_24890_cov_4.619489_19,unknown,0.87759554,0.0016924738883972168
NODE_32922_length_3667_cov_3.233112_1,unknown,0.9056332,
NODE_32922_length_3667_cov_3.233112_2,unknown,0.9620733,
NODE_3294_length_15439_cov_5.245125_5,unknown,0.96971446,0.027318816632032394
NODE_329_length_80153_cov_92.140790_1,"DNA, RNA and nucleotide metabolism",0.28170437,
NODE_329_length_80153_cov_92.140790_10,unknown,0.49058357,
NODE_329_length_80153_cov_92.140790_11,unknown,0.9316837,0.06425073742866516
NODE_329_length_80153_cov_92.140790_12,unknown,0.8740518,
NODE_329_length_80153_cov_92.140790_13,unknown,0.9573566,
NODE_329_length_80153_cov_92.140790_17,unknown,0.98535395,
NODE_329_length_80153_cov_92.140790_18,unknown,0.9395333,
NODE_329_length_80153_cov_92.140790_2,unknown,0.9268202,
NODE_329_length_80153_cov_92.140790_20,unknown,0.99967563,
NODE_329_length_80153_cov_92.140790_23,unknown,0.98233056,
NODE_329_length_80153_cov_92.140790_27,unknown,0.9984647,
NODE_329_length_80153_cov_92.140790_28,unknown,0.96814495,
NODE_329_length_80153_cov_92.140790_3,unknown,0.96150184,0.02131626009941101
NODE_329_length_80153_cov_92.140790_30,unknown,0.9990847,0.0005848407745361328
NODE_329_length_80153_cov_92.140790_31,unknown,0.98293877,0.005150258541107178
NODE_329_length_80153_cov_92.140790_33,"moron, auxiliary metabolic gene and host takeover",0.6586221,0.14683234691619873
NODE_329_length_80153_cov_92.140790_35,unknown,0.9813957,0.009303377941250801
NODE_329_length_80153_cov_92.140790_36,unknown,0.87080526,
NODE_329_length_80153_cov_92.140790_37,unknown,0.9975521,
NODE_329_length_80153_cov_92.140790_38,unknown,0.9564691,
NODE_329_length_80153_cov_92.140790_39,unknown,0.70561856,
NODE_329_length_80153_cov_92.140790_4,unknown,0.9210405,
NODE_329_length_80153_cov_92.140790_45,unknown,0.997929,
NODE_329_length_80153_cov_92.140790_5,unknown,0.9966176,0.0010930714197456837
NODE_329_length_80153_cov_92.140790_64,tail,0.68804485,
NODE_329_length_80153_cov_92.140790_65,unknown,0.4764167,
NODE_329_length_80153_cov_92.140790_66,unknown,0.9668831,
NODE_329_length_80153_cov_92.140790_67,unknown,0.86700475,
NODE_329_length_80153_cov_92.140790_68,unknown,0.8384179,
NODE_329_length_80153_cov_92.140790_70,unknown,0.9872523,
NODE_329_length_80153_cov_92.140790_74,unknown,0.8207554,0.12507006525993347
NODE_329_length_80153_cov_92.140790_76,connector,0.95430565,
NODE_329_length_80153_cov_92.140790_79,head and packaging,0.4534235,
NODE_329_length_80153_cov_92.140790_80,unknown,0.8945681,0.21397826075553894
NODE_329_length_80153_cov_92.140790_82,unknown,0.6336896,
NODE_329_length_80153_cov_92.140790_83,unknown,0.71997523,
NODE_329_length_80153_cov_92.140790_84,tail,0.6120398,
NODE_329_length_80153_cov_92.140790_85,head and packaging,0.5059333,
NODE_329_length_80153_cov_92.140790_86,unknown,0.9544609,
NODE_329_length_80153_cov_92.140790_87,unknown,0.9414749,
NODE_329_length_80153_cov_92.140790_90,other,0.96966124,
NODE_329_length_80153_cov_92.140790_91,unknown,0.37187392,
NODE_329_length_80153_cov_92.140790_92,unknown,0.99529546,
NODE_329_length_80153_cov_92.140790_93,other,0.6084114,
NODE_329_length_80153_cov_92.140790_94,"moron, auxiliary metabolic gene and host takeover",0.93307436,
NODE_329_length_80153_cov_92.140790_95,other,0.8554502,0.12879353761672974
NODE_329_length_80153_cov_92.140790_98,other,0.6408481,
NODE_32_length_121721_cov_8.357224_1,unknown,0.9819519,
NODE_32_length_121721_cov_8.357224_102,other,0.8423208,0.08715242147445679
NODE_32_length_121721_cov_8.357224_105,"moron, auxiliary metabolic gene and host takeover",0.8252511,
NODE_32_length_121721_cov_8.357224_106,unknown,0.8674545,
NODE_32_length_121721_cov_8.357224_107,"moron, auxiliary metabolic gene and host takeover",0.90223897,
NODE_32_length_121721_cov_8.357224_112,unknown,0.0711822,
NODE_32_length_121721_cov_8.357224_114,"DNA, RNA and nucleotide metabolism",0.79250693,
NODE_32_length_121721_cov_8.357224_116,unknown,0.35396212,
NODE_32_length_121721_cov_8.357224_117,"moron, auxiliary metabolic gene and host takeover",0.95335644,
NODE_32_length_121721_cov_8.357224_118,unknown,0.6465869,0.05686637759208679
NODE_32_length_121721_cov_8.357224_119,other,0.76452416,
NODE_32_length_121721_cov_8.357224_120,unknown,0.98496926,
NODE_32_length_121721_cov_8.357224_121,"DNA, RNA and nucleotide metabolism",0.62347156,
NODE_32_length_121721_cov_8.357224_122,other,0.8892034,
NODE_32_length_121721_cov_8.357224_123,unknown,0.28756458,
NODE_32_length_121721_cov_8.357224_126,"moron, auxiliary metabolic gene and host takeover",0.7801556,
NODE_32_length_121721_cov_8.357224_127,unknown,0.70835054,
NODE_32_length_121721_cov_8.357224_128,unknown,0.9998857,
NODE_32_length_121721_cov_8.357224_132,unknown,0.9951048,
NODE_32_length_121721_cov_8.357224_133,"DNA, RNA and nucleotide metabolism",0.36944485,0.29903972148895264
NODE_32_length_121721_cov_8.357224_133,integration and excision,0.5550689,0.2763196527957916
NODE_32_length_121721_cov_8.357224_19,tail,0.9938419,
NODE_32_length_121721_cov_8.357224_20,tail,0.96606433,
NODE_32_length_121721_cov_8.357224_22,unknown,0.85551095,0.0313539057970047
NODE_32_length_121721_cov_8.357224_23,unknown,0.9860946,
NODE_32_length_121721_cov_8.357224_24,head and packaging,0.44376364,0.11626701056957245
NODE_32_length_121721_cov_8.357224_29,connector,0.97826123,0.009423494338989258
NODE_32_length_121721_cov_8.357224_31,tail,0.99969923,
NODE_32_length_121721_cov_8.357224_35,tail,0.9996074,
NODE_32_length_121721_cov_8.357224_36,unknown,0.5078248,
NODE_32_length_121721_cov_8.357224_37,unknown,0.25084412,
NODE_32_length_121721_cov_8.357224_38,unknown,0.7321527,
NODE_32_length_121721_cov_8.357224_39,unknown,0.8836904,
NODE_32_length_121721_cov_8.357224_40,unknown,0.9688497,
NODE_32_length_121721_cov_8.357224_42,unknown,0.9447903,
NODE_32_length_121721_cov_8.357224_43,other,0.9388988,0.032190531492233276
NODE_32_length_121721_cov_8.357224_45,unknown,0.914973,
NODE_32_length_121721_cov_8.357224_49,unknown,0.99405295,
NODE_32_length_121721_cov_8.357224_5,unknown,0.9617132,0.05098992958664894
NODE_32_length_121721_cov_8.357224_50,unknown,0.98980415,
NODE_32_length_121721_cov_8.357224_52,unknown,0.95379174,
NODE_32_length_121721_cov_8.357224_54,unknown,0.9832033,
NODE_32_length_121721_cov_8.357224_55,unknown,0.9866497,
NODE_32_length_121721_cov_8.357224_56,"moron, auxiliary metabolic gene and host takeover",0.721517,
NODE_32_length_121721_cov_8.357224_58,transcription regulation,0.99881786,0.0007486343383789062
NODE_32_length_121721_cov_8.357224_59,"DNA, RNA and nucleotide metabolism",0.99913204,0.0007412728737108409
NODE_32_length_121721_cov_8.357224_65,other,0.99860996,
NODE_32_length_121721_cov_8.357224_66,unknown,0.9823856,
